SMILEScsa,VoltageCSA
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2c1c(N)c(N)c(c23)c(N)c(N)c(N)c3N,2.148069553
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c3c(c(N)c2N)cc(N)cc3,2.451248088
COc1c(OC)c(OC)cc2c(OC)cc(c=3c12)=C(OC)C(=N/S(=O)(=O)C)/C(C3OC)=N/S(=O)(=O)C,2.7163742
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2c1ccc(c23)c(N)c(N)c(c3)N,2.58836089
CS(=O)(=O)\N=C(\C1N)/C(=N/S(=O)(=O)C)C=c2c=1c(N)c(N)c(c23)cc(N)cc3N,2.622690792
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c2OC)c=1cc(c23)cccc3OC,3.274338515
Cc1c(C)c(C)c(C)c(c12)c(C)c3c(c2C)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.366457365
Cc1c(C)ccc(c12)c(C)c3c(c2C)/C(=N/S(=O)(=O)C)/C(C=C3C)=N/S(=O)(=O)C,2.443389435
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)cc(C#N)c3c2=CC(=N/S(=O)(=O)C)\C(\C=3C#N)=N/S(=O)(=O)C,3.992784782
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)cc3c(c2N)cc(N)cc3N,2.078996136
COc1c(OC)c(OC)c(OC)c(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.418779445
CS(=O)(=O)\N=C\1C=C(OC)C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,2.369559465
Cc1c(C)c(C)c(C)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(C)cc3,2.307724279
COc(c1)ccc2ccc(c=3c12)=CC(=N/S(=O)(=O)C)/C(C3)=N/S(=O)(=O)C,3.163283349
Cc1c(C)c(C)cc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)c(C)ccc3C,2.167509378
COc1cccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cccc3,2.533143517
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cccc3C#N,3.381464354
N#Cc1c(C#N)cc(C#N)c(c12)cc=3c(c2)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.74792572
COC1/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=c2c=1c(OC)c(OC)c(c23)ccc(OC)c3OC,2.932280332
COc1cccc(c12)c3c(c(OC)ccc3)/C(=N/S(=O)(=O)C)C\2=N\S(=O)(=O)C,2.360873586
Cc1c(C)cc(C)c(c12)c3c(cc2C)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.440494142
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(N)=c2c=1cc(N)c(c23)c(N)c(N)cc3N,2.344535861
CS(=O)(=O)/N=C\1c(c(N)cc(c2)N)c2/C(=N/S(=O)(=O)C)c(c13)ccc(N)c3N,2.003511712
CS(=O)(=O)\N=C\1C(F)=CC(=N/S(=O)(=O)C)\c(c12)c(F)c3c(c2F)cc(F)cc3,2.695486729
Cc1cc(C)c(C)c2ccc(c3c12)C(=N\S(=O)(=O)C)\C(C)=C(C)/C3=N\S(=O)(=O)C,2.465104132
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc2c1c(F)c(F)c(c23)c(F)ccc3F,2.9717804
Cc1c(C)c(C)cc(c12)cc3c(c2C)=C(C)/C(=N/S(=O)(=O)C)C(\C=3C)=N\S(=O)(=O)C,2.953167803
CS(=O)(=O)\N=C\1C=C(Cl)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cccc3,2.786481651
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c2N)c1cc(c23)cc(N)cc3,2.469653879
Cc(c1)ccc(c1c23)c(C)c(C)c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.726300919
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(cc2N)c1c(c23)cccc3N,2.242373381
N#Cc1c(C#N)c(C#N)cc(c12)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\2=N\S(=O)(=O)C,3.857326433
COc1c(OC)c(OC)c(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,2.556926281
Cc(c1)c(C)cc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)ccc(C)c3,2.480821437
CS(=O)(=O)\N=C(C1)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)c(F)cc3F,3.286540107
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(F)c(F)c(F)c3F,2.905395469
CS(=O)(=O)\N=C(\C1F)/C(=N/S(=O)(=O)C)C=c2c=1c(F)cc(c23)c(F)ccc3F,3.244144745
Cc1c(C)ccc2cc(C)c(c3c12)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.494470675
COc1c(OC)c(OC)c(OC)c2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)ccc(OC)c3OC,2.232446662
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c2N)c=1cc(c23)c(N)cc(N)c3N,2.756287882
Clc1cc(Cl)c(Cl)c(C\2=N\S(=O)(=O)C)c1C(=N\S(=O)(=O)C)\c(c23)c(Cl)c(Cl)c(Cl)c3Cl,2.568714259
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)c(N)c3c(c2N)cc(N)c(c3)N,2.163786858
CS(=O)(=O)\N=C(\C1N)/C(=N/S(=O)(=O)C)C=c2c=1c(N)c(N)c(c23)c(N)c(N)c(N)c3N,2.526939318
CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c(c12)c(F)c3c(c2F)cccc3,2.701897735
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2c1ccc(c23)c(N)cc(c3)N,2.674185646
Cc1cc(C)c(C)c(c12)cc=3c(c2C)=C(C)/C(=N\S(=O)(=O)C)/C(C3)=N\S(=O)(=O)C,3.060914062
COc(c1)ccc(c2OC)c1cc(c23)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.441114562
Cc1cc(C)cc2c(C)c(C)c(c3c12)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,2.530661837
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(OC)c(c(OC)c2OC)c1c(c23)cc(OC)c(OC)c3OC,2.50646546
Cc1c(C)ccc2cc(C)c(c3c12)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.365009719
N#Cc(c1)ccc(c(C#N)c2C#N)c1c(c23)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.821548884
N#Cc1c(C#N)c(C#N)cc(c12)c3c(cc2)/C(=N/S(=O)(=O)C)/C(C=C3)=N/S(=O)(=O)C,3.261516503
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)cc3c(c2)cc(Cl)c(Cl)c3,2.782759132
Nc1cc(N)c(N)c(c1c23)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c2cc(N)c(N)c3N,2.061210765
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)ccc(N)c2N,2.325716457
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(N)c(N)cc3,2.379899797
COC(=C1)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1c(OC)c(c23)c(OC)cc(OC)c3OC,2.448766408
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c2c(N)cc(c3c=12)ccc(c3)N,2.802198956
COc1c(OC)c(OC)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.45600464
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(F)=Cc(c2F)c1cc(c23)cc(F)c(F)c3F,2.904775049
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c1c23)cc(F)c2cc(F)c(F)c3F,2.856175489
CS(=O)(=O)\N=C\1C(OC)=CC(=N/S(=O)(=O)C)\c(c2OC)c1c(OC)c(c23)ccc(OC)c3OC,2.347844768
COc1c(OC)ccc2c(OC)cc(c3c12)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.497365968
COc1c(OC)ccc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cccc3OC,2.187362815
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c12)cc3c(c2Cl)ccc(Cl)c3Cl,2.819570713
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2Cl)c1cc(c23)cc(Cl)c(Cl)c3,2.849764483
COc1c(OC)ccc(c12)C(=N/S(=O)(=O)C)\c3c(C\2=N\S(=O)(=O)C)cc(OC)cc3OC,2.146621907
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c12)cc3c(c2)cccc3,2.76745544
COc1c(OC)c(OC)cc(c12)C(OC)=CC(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.289111682
COc1c(OC)c(OC)cc(c12)cc3c(c2)/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.417124992
COc1c(OC)ccc(c12)c3c(/C(=N/S(=O)(=O)C)C\2=N\S(=O)(=O)C)c(OC)cc(c3)OC,2.345156281
Cc1c(C)cc(C)c(c12)cc3c(c2C)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.393342228
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(OC)=C(OC)c(c12)c(OC)cc3c2cc(cc3)OC,2.622483986
CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c(c12)c(F)c(F)c(F)c2F,2.887610098
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c12)cc3c(c2N)cc(N)c(c3)N,2.22582885
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c2ccc(c3c12)c(N)ccc3,2.50956756
N#Cc1cccc(c2C#N)c1cc(c23)C(=N\S(=O)(=O)C)\C(C#N)=C(C#N)/C3=N\S(=O)(=O)C,3.536155721
COc(cc1)cc(c1c23)c(OC)cc2/C(=N/S(=O)(=O)C)C=C(OC)C\3=N/S(=O)(=O)C,2.465104132
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c2c(F)cc(c3c=12)cc(F)c(F)c3,3.269168349
c1cc(C)cc(c12)c=3c(c(C)c2C)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.035683652
COc1c(OC)c(OC)cc(c12)c(OC)c(OC)c3c2C=C(OC)C(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.53852049
Cc1c(C)c(C)cc(c12)C(=NS(=O)(=O)C)c3c(c(C)c(C)c(C)c3)C2=NS(=O)(=O)C,2.102158479
COc1c(OC)c(OC)cc(c12)c3c(cc2OC)/C(=N/S(=O)(=O)C)C(OC)=CC\3=N/S(=O)(=O)C,2.542243009
Cc(c1)c(C)cc(c1c23)cc(C)c2C=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.622897599
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c3c(cc2C)ccc(C)c3,2.45848632
COC1=CC(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)c(OC)ccc3OC,2.391480969
CS(=O)(=O)\N=C(\C1Cl)/C(=N/S(=O)(=O)C)C=c(c=12)c3c(cc2Cl)cc(Cl)c(Cl)c3,3.305979931
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(cc2N)c1c(c23)cc(N)cc3N,2.605732648
Cc1cc(C)c(C)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2ccc(C)c3C,2.218383811
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c2c1cc(N)c(c23)c(N)cc(N)c3N,2.270085471
COc1c(OC)cc(OC)c(c12)c(OC)cc3c2/C(=N/S(=O)(=O)C)C(OC)=C(OC)C\3=N/S(=O)(=O)C,2.504190587
COc1cccc2cc(OC)c(c3c12)/C(=N/S(=O)(=O)C)C=C(OC)C\3=N/S(=O)(=O)C,2.410920793
COc1c(OC)cc(OC)c(c12)c(OC)c(OC)c3c2C(OC)=C(OC)C(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.417538605
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c2cc(N)c(c3c12)cccc3,2.433049103
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(N)c2ccc(c3c12)c(N)cc(c3)N,2.349912834
CS(=O)(=O)/N=C\1c(cc(Cl)c(Cl)c2)c2C(=N\S(=O)(=O)C)\c(c13)c(Cl)cc(Cl)c3Cl,2.622070372
COc1cccc(c12)/C(=N\S(=O)(=O)C)/C(C=C2)=N/S(=O)(=O)C,2.603250968
COc1ccc(OC)c(c12)/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c3c2cc(OC)cc3OC,2.270499084
CS(=O)(=O)\N=C\1C(N)=CC(=N/S(=O)(=O)C)\c(c12)cc3c(c2)cc(N)c(c3)N,2.289938908
Cc1c(C)c(C)cc(c2C)c1cc(c23)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.305449406
Cc(c1)ccc2cc(C)c(c=3c12)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.146738818
CS(=O)(=O)\N=C\1C=C(C#N)/C(=N\S(=O)(=O)C)c(c2C#N)c1c(C#N)c(c23)cccc3C#N,3.293778339
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c=1c23)c(N)c(N)c2ccc(N)c3N,2.4049234
COc1ccc(OC)c2ccc(c3c12)/C(=N/S(=O)(=O)C)C=C(OC)C\3=N/S(=O)(=O)C,2.4578659
CS(=O)(=O)/N=C(\C1F)/C(=N\S(=O)(=O)C)C=c(c2F)c=1cc(c23)cccc3F,3.454467098
CS(=O)(=O)\N=C(C(N)=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)c(N)c2ccc(N)c3N,2.2523001
CS(=O)(=O)\N=C\1C(=N\S(=O)(=O)C)\c(c(Cl)ccc2)c2c(c13)cc(Cl)cc3Cl,2.545965529
CS(=O)(=O)/N=C\1c(cccc2)c2C(=N\S(=O)(=O)C)\c(c13)cc(N)cc3N,2.166682151
COc1ccc(OC)c(c12)c(OC)c(OC)c3c2/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C=C3OC,2.43387633
CS(=O)(=O)/N=C(C1)\C(=N\S(=O)(=O)C)\C(N)=c2c=1cc(N)c(c23)c(N)c(N)c(N)c3N,2.355289807
COc1cccc(c12)c(OC)cc3c2C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.773452833
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c12)c3c(c(F)c2F)ccc(F)c3,2.956476709
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c12)c3c(cc2C)cc(C)c(C)c3,2.438012463
Cc1c(C)ccc(c12)/C(=N\S(=O)(=O)C)/C(C=C2)=N/S(=O)(=O)C,2.56561216
N#Cc1c(C#N)c(C#N)c(C#N)c(c12)cc3c(c2)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.69560364
CS(=O)(=O)\N=C\1C(F)=C(F)C(=N/S(=O)(=O)C)\c2ccc(c3c12)cc(F)c(F)c3,2.8689975
CS(=O)(=O)\N=C(\C1Cl)/C(=N/S(=O)(=O)C)C=c2c=1c(Cl)cc(c23)c(Cl)ccc3Cl,3.280129101
CS(=O)(=O)/N=C(C1)/C(=N\S(=O)(=O)C)C=c(c2OC)c=1cc(c23)c(OC)c(OC)c(OC)c3OC,3.254071464
CS(=O)(=O)\N=C\1C(Cl)=C(Cl)C(=N/S(=O)(=O)C)\c(c12)c(Cl)c3c(c2Cl)cc(Cl)c(Cl)c3,2.772832413
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c(c2N)c=1c(N)c(c23)cccc3N,2.734573184
CS(=O)(=O)\N=C(C1)\C(=N\S(=O)(=O)C)\C(C#N)=c(c=12)cccc2C#N,3.626943836
CS(=O)(=O)/N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c12)cc(N)c(c2)N,2.266156145
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c(F)c2F)c1c(c23)cc(F)c(F)c3F,2.99887207
N#Cc(c1)c(C#N)cc(c2C#N)c1c(C#N)c(c23)=CC(=N\S(=O)(=O)C)\C(\C=3C#N)=N\S(=O)(=O)C,4.160711774
Nc1c(N)cc(N)c2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cc(N)cc3N,2.043839007
N#Cc1c(C#N)c(C#N)cc(c12)c(C#N)c3c(c2C#N)C=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.627977869
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)cc3ccc(N)c2N,2.393962648
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)cc2cc(N)cc3N,2.395203488
CS(=O)(=O)/N=C(\C=1C)/C(=N\S(=O)(=O)C)C=c2c(C)cc(c3c12)cccc3,2.971573594
CS(=O)(=O)/N=C(\C1F)/C(=N/S(=O)(=O)C)C=c(c=12)cccc2,3.345273192
CS(=O)(=O)\N=C\1C(F)=CC(=N/S(=O)(=O)C)\c2cc(F)c(c3c12)cc(F)c(F)c3,2.841492217
Cc1cc(C)cc2c(C)c(C)c(c3c12)C(C)=C(C)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,2.392308195
COc1c(OC)c(OC)cc2c1cc(OC)c(c23)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,2.5637509
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(cc2C)c1c(c23)c(C)ccc3C,2.691557403
CS(=O)(=O)/N=C(\C=1C)/C(=N\S(=O)(=O)C)C=c(c12)cc3c(c2)ccc(C)c3,3.155424697
N#Cc1c(C#N)cc(C#N)c(c12)c(C#N)c3c(c2C#N)C(C#N)=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.629632322
CS(=O)(=O)/N=C(\C1N)/C(=N\S(=O)(=O)C)C=c2ccc(c3c=12)c(N)c(N)cc3,2.773246026
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c12)c(N)cc3c2cccc3,2.460968
CS(=O)(=O)\N=C(C1N)\C(=N\S(=O)(=O)C)C(N)=c(c=12)c(N)c(N)c(N)c2N,2.405957433
CS(=O)(=O)\N=C\1C(N)=C(N)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)c(N)cc(N)c3N,2.249611614
N#Cc1c(C#N)ccc2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)c(C#N)ccc3,3.040440205
Cc(c1)c(C)cc(c2C)c1c(C)c(c23)/C(=N/S(=O)(=O)C)C=CC\3=N/S(=O)(=O)C,2.411541213
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2)c1cc(c23)ccc(N)c3N,2.542656622
CS(=O)(=O)/N=C(\C1Cl)/C(=N\S(=O)(=O)C)C=c2cc(Cl)c(c3c=12)ccc(Cl)c3,3.226566181
CS(=O)(=O)\N=C(C=C1N)\C(=N/S(=O)(=O)C)\c(c1c23)c(N)c(N)c2ccc(N)c3N,2.326336877
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(c2)c1c(N)c(c23)ccc(N)c3N,2.476685304
Cc1c(C)c(C)cc(c12)c3c(c(C)c2C)=C(C)/C(=N/S(=O)(=O)C)C(\C=3C)=N\S(=O)(=O)C,2.673565226
CS(=O)(=O)\N=C\1C=C(N)C(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)cccc3N,2.217556584
c1ccc(C#N)c(c1c23)ccc3C=C(C#N)/C(=N\S(=O)(=O)C)C\2=N/S(=O)(=O)C,3.155424697
CS(=O)(=O)\N=C(C1)\C(=N/S(=O)(=O)C)C=c(cc2C)c=1c(c23)cccc3C,3.096277998
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c12)cc(C)cc2C,2.289111682
COc(cc1)cc2c1c(OC)c(OC)c(c23)/C(=N/S(=O)(=O)C)/C(=N/S(=O)(=O)C)C(OC)=C3OC,2.761044434
N#CC1=C(C#N)/C(=N\S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c12)cccc2,3.335346474
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc(c2N)c1cc(c23)cc(N)c(c3)N,2.404096174
CS(=O)(=O)\N=C(C=C1Cl)\C(=N/S(=O)(=O)C)\c(cc2Cl)c1c(c23)cccc3Cl,2.997010811
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=C(N)c(c12)c(N)cc3c2cccc3N,2.350533254
COc1c(OC)c(OC)cc(c12)cc3c(c2)C(OC)=C(OC)C(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,2.5606488
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=C(Cl)c(c12)c(Cl)c3c(c2Cl)cc(Cl)cc3,2.812952901
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=Cc(c2C#N)c1c(C#N)c(c23)cc(C#N)cc3C#N,3.268961542
